,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,Player,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
2219,104,11,2020,5567,Matt BreidaRB15260890,RB,mia,a,den,0.4,4000,Matt BreidaRB15260890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.0,0.5,11.285714285714286,0.0,0.5714285714285714,5.285714285714286,18.285714285714285,3.268571428571429,0.0,0.5714285714285714,0.0,10030,MIA,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,1.0,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,14.333333333333334,3.0,2.5555555555555554,2.5555555555555554,2.3333333333333335,2.2222222222222223,0.4444444444444444,0.3333333333333333,0.0,14.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,27.88888888888889,20.22222222222222,10014,DEN,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,1.0,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,15.555555555555555,3.0,2.7777777777777777,2.4444444444444446,2.7777777777777777,2.4444444444444446,0.2222222222222222,0.0,0.2222222222222222,18.22222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,27.77777777777778,20.666666666666668
2220,149,11,2020,5380,DeVante ParkerWR15260890,WR,mia,a,den,18.1,5700,DeVante ParkerWR15260890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.222222222222222,4.222222222222222,0.6825555555555556,51.333333333333336,0.3333333333333333,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,10030,MIA,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,1.0,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,14.333333333333334,3.0,2.5555555555555554,2.5555555555555554,2.3333333333333335,2.2222222222222223,0.4444444444444444,0.3333333333333333,0.0,14.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,27.88888888888889,20.22222222222222,10014,DEN,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,1.0,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,15.555555555555555,3.0,2.7777777777777777,2.4444444444444446,2.7777777777777777,2.4444444444444446,0.2222222222222222,0.0,0.2222222222222222,18.22222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,27.77777777777778,20.666666666666668
2221,211,11,2020,5486,Jakeem GrantWR15260890,WR,mia,a,den,3.5,3500,Jakeem GrantWR15260890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2222222222222223,2.4444444444444446,0.7814444444444444,25.444444444444443,0.1111111111111111,1.5555555555555556,0.2222222222222222,1.8888888888888888,1.8888888888888888,0.0,0.1111111111111111,0.0,10030,MIA,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,1.0,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,14.333333333333334,3.0,2.5555555555555554,2.5555555555555554,2.3333333333333335,2.2222222222222223,0.4444444444444444,0.3333333333333333,0.0,14.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,27.88888888888889,20.22222222222222,10014,DEN,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,1.0,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,15.555555555555555,3.0,2.7777777777777777,2.4444444444444446,2.7777777777777777,2.4444444444444446,0.2222222222222222,0.0,0.2222222222222222,18.22222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,27.77777777777778,20.666666666666668
2222,290,11,2020,4719,Mike GesickiTE15260890,TE,mia,a,den,8.3,4300,Mike GesickiTE15260890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.555555555555555,2.6666666666666665,0.49733333333333335,41.22222222222222,0.2222222222222222,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10030,MIA,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,1.0,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,14.333333333333334,3.0,2.5555555555555554,2.5555555555555554,2.3333333333333335,2.2222222222222223,0.4444444444444444,0.3333333333333333,0.0,14.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,27.88888888888889,20.22222222222222,10014,DEN,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,1.0,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,15.555555555555555,3.0,2.7777777777777777,2.4444444444444446,2.7777777777777777,2.4444444444444446,0.2222222222222222,0.0,0.2222222222222222,18.22222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,27.77777777777778,20.666666666666668
2223,37,11,2020,5444,Ezekiel ElliottRB15260870,RB,dal,a,min,22.4,6500,Ezekiel ElliottRB15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.444444444444445,4.0,0.6798888888888889,26.444444444444443,0.1111111111111111,1.5555555555555556,16.666666666666668,63.55555555555556,3.79,0.5555555555555556,4.333333333333333,0.0,10011,DAL,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,1.0,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,15.666666666666666,2.4444444444444446,1.8888888888888888,1.6666666666666667,2.2222222222222223,1.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,8.777777777777779,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,22.666666666666668,31.555555555555557,10018,MIN,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,1.0,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,15.666666666666666,2.7777777777777777,2.4444444444444446,2.4444444444444446,2.6666666666666665,2.5555555555555554,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.333333333333334,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,27.0,26.22222222222222
2224,56,11,2020,5718,Tony PollardRB15260870,RB,dal,a,min,12,5600,Tony PollardRB15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111111111111111,1.4444444444444444,0.7593333333333333,8.666666666666666,0.0,0.4444444444444444,5.222222222222222,22.88888888888889,3.941111111111111,0.1111111111111111,1.6666666666666667,0.0,10011,DAL,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,1.0,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,15.666666666666666,2.4444444444444446,1.8888888888888888,1.6666666666666667,2.2222222222222223,1.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,8.777777777777779,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,22.666666666666668,31.555555555555557,10018,MIN,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,1.0,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,15.666666666666666,2.7777777777777777,2.4444444444444446,2.4444444444444446,2.6666666666666665,2.5555555555555554,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.333333333333334,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,27.0,26.22222222222222
2225,153,11,2020,5831,CeeDee LambWR15260870,WR,dal,a,min,16.6,5000,CeeDee LambWR15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.555555555555555,4.888888888888889,0.629111111111111,66.11111111111111,0.3333333333333333,3.2222222222222223,0.5555555555555556,3.6666666666666665,3.6666666666666665,0.0,0.1111111111111111,0.0,10011,DAL,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,1.0,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,15.666666666666666,2.4444444444444446,1.8888888888888888,1.6666666666666667,2.2222222222222223,1.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,8.777777777777779,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,22.666666666666668,31.555555555555557,10018,MIN,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,1.0,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,15.666666666666666,2.7777777777777777,2.4444444444444446,2.4444444444444446,2.6666666666666665,2.5555555555555554,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.333333333333334,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,27.0,26.22222222222222
2226,159,11,2020,5376,Amari CooperWR15260870,WR,dal,a,min,14.1,5400,Amari CooperWR15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.222222222222221,6.555555555555555,0.6793333333333335,72.77777777777777,0.2222222222222222,3.7777777777777777,0.3333333333333333,1.2222222222222223,1.2222222222222223,0.0,0.0,0.0,10011,DAL,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,1.0,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,15.666666666666666,2.4444444444444446,1.8888888888888888,1.6666666666666667,2.2222222222222223,1.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,8.777777777777779,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,22.666666666666668,31.555555555555557,10018,MIN,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,1.0,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,15.666666666666666,2.7777777777777777,2.4444444444444446,2.4444444444444446,2.6666666666666665,2.5555555555555554,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.333333333333334,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,27.0,26.22222222222222
2227,200,11,2020,5634,Michael GallupWR15260870,WR,dal,a,min,4.9,3700,Michael GallupWR15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.111111111111111,3.2222222222222223,0.49022222222222234,52.0,0.1111111111111111,2.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,10011,DAL,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,1.0,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,15.666666666666666,2.4444444444444446,1.8888888888888888,1.6666666666666667,2.2222222222222223,1.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,8.777777777777779,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,22.666666666666668,31.555555555555557,10018,MIN,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,1.0,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,15.666666666666666,2.7777777777777777,2.4444444444444446,2.4444444444444446,2.6666666666666665,2.5555555555555554,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.333333333333334,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,27.0,26.22222222222222
2228,284,11,2020,4742,Dalton SchultzTE15260870,TE,dal,a,min,12.5,3600,Dalton SchultzTE15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.111111111111111,3.888888888888889,0.5856666666666667,42.55555555555556,0.2222222222222222,2.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,10011,DAL,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,1.0,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,15.666666666666666,2.4444444444444446,1.8888888888888888,1.6666666666666667,2.2222222222222223,1.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,8.777777777777779,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,22.666666666666668,31.555555555555557,10018,MIN,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,1.0,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,15.666666666666666,2.7777777777777777,2.4444444444444446,2.4444444444444446,2.6666666666666665,2.5555555555555554,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.333333333333334,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,27.0,26.22222222222222
2229,42,11,2020,5827,Antonio GibsonRB15260891,RB,was,h,cin,17.4,5800,Antonio GibsonRB15260891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.888888888888889,0.7888888888888889,22.444444444444443,0.0,0.8888888888888888,11.444444444444445,48.44444444444444,4.02,0.7777777777777778,2.5555555555555554,0.0,10032,WAS,78.66666666666667,7.644444444444444,4.133333333333333,0.23822222222222228,0.021333333333333333,2.3333333333333335,1.3333333333333333,18.88888888888889,0.7777777777777778,0.7777777777777778,3.3333333333333335,40.77777777777778,23.88888888888889,1.8888888888888888,4.222222222222222,1.0,74.66666666666667,8.055555555555555,4.2444444444444445,0.23333333333333328,0.016333333333333335,2.5555555555555554,1.8888888888888888,17.444444444444443,0.8888888888888888,0.3333333333333333,3.0,32.333333333333336,29.0,2.0,4.222222222222222,22.11111111111111,2.3333333333333335,1.8888888888888888,1.7777777777777777,1.8888888888888888,1.3333333333333333,0.4444444444444444,0.0,0.1111111111111111,29.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,19.77777777777778,24.22222222222222,10010,CIN,78.55555555555556,7.411111111111111,5.166666666666667,0.27355555555555555,0.014222222222222223,3.111111111111111,1.8888888888888888,21.11111111111111,0.8888888888888888,0.2222222222222222,1.2222222222222223,37.44444444444444,26.666666666666668,2.3333333333333335,3.4444444444444446,1.0,86.11111111111111,7.7555555555555555,4.1,0.2542222222222222,0.014555555555555556,2.3333333333333335,2.111111111111111,22.0,0.5555555555555556,0.6666666666666666,3.5555555555555554,44.666666666666664,26.333333333333332,2.3333333333333335,4.333333333333333,13.555555555555555,3.2222222222222223,2.888888888888889,2.7777777777777777,2.3333333333333335,1.8888888888888888,0.3333333333333333,0.0,0.0,16.444444444444443,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,27.77777777777778,22.666666666666668
